,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
325,-16.5,9.4,663.1,0.007,0.046,-0.079,0.17,0.0,0.76,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.06,0.26,0.17,0.0,0.18,0.22,0.41
326,-16.5,9.4,663.4,0.003,0.045,-0.08,0.21,0.0,0.75,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.09,0.29,0.22,0.0,0.17,0.16,0.47
327,-16.5,9.4,662.6,0.008,0.046,-0.079,0.16,0.0,0.76,0.0,0.0,0.43,0.01,0.0,0.0,0.0,0.03,0.27,0.24,0.0,0.14,0.15,0.55
328,-16.6,9.5,664.1,0.002,0.045,-0.08,0.2,0.0,0.77,0.0,0.0,0.39,0.01,0.0,0.0,0.0,0.03,0.3,0.24,0.0,0.16,0.07,0.57
329,-16.5,9.4,663.0,0.006,0.046,-0.079,0.14,0.0,0.8,0.0,0.0,0.41,0.01,0.0,0.0,0.0,0.0,0.29,0.17,0.0,0.16,0.11,0.54
330,-16.6,9.4,663.4,0.004,0.046,-0.079,0.16,0.0,0.82,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.05,0.3,0.11,0.0,0.14,0.11,0.44
331,-16.6,9.4,663.4,0.007,0.046,-0.078,0.15,0.0,0.84,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.06,0.34,0.07,0.0,0.08,0.18,0.48
332,-16.6,9.5,664.4,0.001,0.045,-0.08,0.15,0.0,0.84,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.1,0.35,0.07,0.0,0.04,0.16,0.51
333,-16.6,9.4,663.8,0.005,0.046,-0.079,0.11,0.0,0.83,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.09,0.31,0.06,0.0,0.06,0.2,0.58
334,-16.6,9.3,663.3,0.006,0.046,-0.077,0.05,0.0,0.85,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.09,0.18,0.02,0.0,0.06,0.2,0.5
335,-16.7,9.2,662.4,0.006,0.047,-0.078,0.02,0.0,0.9,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.06,0.1,0.03,0.0,0.03,0.17,0.4
336,-16.7,9.1,662.1,0.006,0.047,-0.078,0.0,0.0,0.93,0.0,0.0,0.23,0.02,0.0,0.0,0.0,0.03,0.05,0.07,0.0,0.0,0.14,0.2
337,-16.8,9.1,663.4,0.007,0.048,-0.079,0.02,0.01,0.91,0.0,0.0,0.22,0.02,0.0,0.0,0.0,0.03,0.1,0.1,0.0,0.05,0.09,0.13
338,-16.9,9.0,662.9,0.008,0.049,-0.079,0.03,0.04,0.89,0.0,0.0,0.16,0.01,0.0,0.0,0.0,0.02,0.13,0.08,0.0,0.05,0.14,0.07
339,-16.9,9.1,663.4,0.005,0.05,-0.08,0.07,0.04,0.91,0.0,0.0,0.13,0.03,0.0,0.0,0.0,0.09,0.18,0.17,0.0,0.05,0.12,0.14
340,-16.9,9.0,662.6,0.011,0.049,-0.079,0.06,0.02,0.91,0.0,0.0,0.08,0.03,0.0,0.0,0.0,0.1,0.22,0.14,0.0,0.0,0.17,0.14
341,-16.9,9.1,663.6,0.004,0.049,-0.08,0.07,0.0,0.93,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.13,0.24,0.25,0.0,0.02,0.19,0.16
342,-16.9,9.0,662.9,0.01,0.049,-0.08,0.03,0.0,0.91,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.09,0.23,0.15,0.0,0.02,0.2,0.11
343,-16.8,9.1,662.3,0.003,0.048,-0.079,0.06,0.0,0.91,0.0,0.0,0.12,0.04,0.0,0.0,0.0,0.14,0.16,0.23,0.0,0.02,0.23,0.07
344,-16.8,9.0,662.0,0.007,0.048,-0.079,0.04,0.0,0.9,0.0,0.0,0.09,0.03,0.0,0.0,0.0,0.13,0.15,0.18,0.0,0.01,0.24,0.05
345,-16.7,9.0,662.3,-0.002,0.046,-0.079,0.04,0.0,0.88,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.09,0.16,0.2,0.0,0.03,0.3,0.03
346,-16.6,8.9,662.4,0.003,0.048,-0.081,0.01,0.0,0.81,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.09,0.17,0.2,0.0,0.03,0.2,0.01
347,-16.5,8.8,660.0,0.004,0.045,-0.078,0.01,0.0,0.78,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.07,0.18,0.15,0.0,0.02,0.11,0.01
348,-16.6,8.9,660.7,-0.003,0.046,-0.08,0.01,0.02,0.77,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.06,0.21,0.17,0.0,0.04,0.1,0.01
349,-16.5,8.8,660.0,0.005,0.046,-0.08,0.0,0.02,0.82,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.29,0.13,0.02,0.04,0.2,0.0
350,-16.5,8.7,659.6,0.009,0.046,-0.079,0.03,0.01,0.84,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.07,0.32,0.13,0.05,0.04,0.28,0.0
351,-16.6,8.8,660.9,-0.001,0.046,-0.08,0.03,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.34,0.07,0.06,0.0,0.26,0.0
352,-16.6,8.7,660.6,0.003,0.047,-0.079,0.03,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.31,0.07,0.05,0.0,0.26,0.0
353,-16.6,8.7,661.1,0.001,0.046,-0.08,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.1,0.03,0.0,0.27,0.0
354,-16.6,8.6,660.5,0.005,0.047,-0.079,0.01,0.05,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.08,0.05,0.0,0.31,0.0
355,-16.6,8.7,661.3,0.0,0.047,-0.081,0.03,0.06,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.03,0.04,0.0,0.3,0.0
356,-16.6,8.6,659.9,0.003,0.047,-0.08,0.03,0.06,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.18,0.03,0.04,0.0,0.24,0.0
357,-16.6,8.5,659.5,0.005,0.046,-0.079,0.03,0.05,0.92,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.07,0.16,0.09,0.03,0.0,0.2,0.0
358,-16.6,8.5,660.8,-0.003,0.045,-0.081,0.05,0.03,0.9,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.07,0.22,0.09,0.02,0.0,0.17,0.0
359,-16.6,8.4,660.3,-0.002,0.047,-0.081,0.06,0.05,0.87,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.29,0.05,0.02,0.02,0.24,0.0
360,-16.6,8.3,660.4,-0.005,0.046,-0.079,0.09,0.03,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.37,0.0,0.02,0.03,0.3,0.0
361,-16.6,8.2,661.2,-0.01,0.046,-0.077,0.12,0.08,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.3,0.0,0.02,0.08,0.35,0.0
362,-16.5,8.0,660.9,-0.011,0.047,-0.078,0.14,0.09,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.03,0.02,0.14,0.35,0.0
363,-16.6,8.0,661.7,-0.013,0.047,-0.077,0.09,0.08,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.06,0.0,0.16,0.22,0.0
364,-16.5,7.9,661.5,-0.016,0.048,-0.077,0.04,0.02,0.75,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.11,0.0,0.19,0.17,0.02
365,-16.5,7.9,662.0,-0.019,0.047,-0.078,0.0,0.0,0.77,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.0,0.14,0.07,0.02
366,-16.5,7.9,661.8,-0.02,0.047,-0.078,0.01,0.01,0.83,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.07,0.0,0.17,0.06,0.02
367,-16.5,7.9,661.3,-0.021,0.047,-0.079,0.01,0.01,0.89,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.02,0.0,0.14,0.0,0.0
368,-16.5,7.9,661.3,-0.023,0.047,-0.079,0.01,0.01,0.94,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.14,0.0,0.0
369,-16.5,7.9,661.1,-0.022,0.047,-0.079,0.0,0.0,0.95,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.16,0.0,0.01,0.11,0.01,0.0
370,-16.5,7.8,660.7,-0.023,0.048,-0.08,0.01,0.0,0.94,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.02,0.11,0.01,0.03
371,-16.5,7.8,661.5,-0.024,0.048,-0.08,0.01,0.0,0.93,0.13,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.02,0.11,0.05,0.15
372,-16.4,8.0,664.2,-0.03,0.05,-0.078,0.05,0.0,0.94,0.1,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.02,0.11,0.05,0.4
373,-16.4,8.1,667.6,-0.024,0.052,-0.079,0.09,0.0,0.94,0.07,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.08,0.62
374,-16.3,8.1,667.9,-0.024,0.052,-0.08,0.14,0.0,0.92,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.79
375,-16.2,8.2,667.6,-0.023,0.051,-0.08,0.14,0.0,0.91,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.12,0.2,0.73
376,-16.2,8.3,667.1,-0.022,0.05,-0.08,0.11,0.0,0.91,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.01,0.1,0.0,0.0,0.11,0.21,0.66
377,-16.1,8.4,666.9,-0.02,0.049,-0.079,0.07,0.0,0.93,0.0,0.0,0.21,0.0,0.0,0.0,0.01,0.01,0.16,0.0,0.0,0.05,0.16,0.59
378,-16.0,8.4,666.8,-0.02,0.047,-0.079,0.08,0.0,0.97,0.0,0.0,0.28,0.0,0.0,0.0,0.01,0.01,0.25,0.0,0.0,0.01,0.07,0.61
379,-16.0,8.4,666.4,-0.02,0.048,-0.079,0.11,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.01,0.01,0.28,0.0,0.0,0.0,0.05,0.72
380,-16.1,8.5,666.8,-0.021,0.048,-0.079,0.15,0.0,0.98,0.0,0.0,0.2,0.02,0.0,0.0,0.0,0.01,0.35,0.0,0.0,0.01,0.13,0.71
381,-16.2,8.5,667.4,-0.02,0.05,-0.079,0.16,0.0,0.97,0.0,0.0,0.17,0.03,0.0,0.0,0.0,0.01,0.38,0.0,0.0,0.0,0.23,0.82
382,-16.2,8.6,666.7,-0.021,0.049,-0.078,0.19,0.0,0.98,0.0,0.0,0.13,0.03,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.28,0.81
383,-16.1,8.6,666.3,-0.02,0.05,-0.079,0.21,0.0,1.01,0.0,0.0,0.1,0.01,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.2,0.9
384,-16.1,8.6,666.7,-0.018,0.049,-0.079,0.18,0.0,0.95,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.16,0.8
385,-16.0,8.6,666.7,-0.017,0.048,-0.079,0.13,0.0,0.87,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.21,0.8
386,-16.0,8.7,666.9,-0.017,0.049,-0.079,0.12,0.0,0.85,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.01,0.4,0.0,0.0,0.01,0.31,0.72
387,-16.0,8.6,666.9,-0.017,0.047,-0.079,0.17,0.0,0.89,0.0,0.0,0.15,0.0,0.0,0.0,0.02,0.01,0.4,0.0,0.0,0.04,0.3,0.69
388,-16.0,8.6,666.6,-0.017,0.049,-0.079,0.2,0.0,0.9,0.0,0.0,0.17,0.01,0.0,0.0,0.02,0.01,0.39,0.0,0.0,0.09,0.28,0.64
389,-16.1,8.6,668.2,-0.017,0.048,-0.079,0.2,0.0,0.92,0.0,0.0,0.22,0.01,0.0,0.0,0.02,0.0,0.33,0.0,0.0,0.12,0.19,0.71
390,-16.1,8.6,667.5,-0.017,0.051,-0.079,0.17,0.0,0.92,0.0,0.0,0.29,0.02,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.13,0.2,0.71
391,-16.2,8.6,668.3,-0.017,0.049,-0.08,0.19,0.0,0.92,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.1,0.2,0.72
392,-16.2,8.6,667.3,-0.018,0.052,-0.079,0.17,0.0,0.9,0.0,0.0,0.3,0.01,0.0,0.0,0.0,0.01,0.1,0.0,0.0,0.14,0.27,0.67
393,-16.3,8.6,668.1,-0.017,0.049,-0.081,0.21,0.0,0.9,0.0,0.0,0.25,0.04,0.0,0.0,0.0,0.01,0.13,0.0,0.0,0.11,0.27,0.67
394,-16.3,8.6,667.2,-0.017,0.052,-0.08,0.22,0.0,0.85,0.0,0.0,0.22,0.04,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.21,0.29,0.64
395,-16.4,8.6,668.2,-0.016,0.049,-0.082,0.24,0.0,0.87,0.0,0.0,0.26,0.04,0.0,0.0,0.0,0.09,0.17,0.0,0.0,0.14,0.25,0.7
396,-16.4,8.7,667.0,-0.018,0.052,-0.08,0.22,0.0,0.84,0.0,0.0,0.27,0.05,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.22,0.25,0.75
397,-16.5,8.6,668.3,-0.017,0.05,-0.082,0.22,0.0,0.87,0.0,0.0,0.34,0.07,0.0,0.0,0.0,0.06,0.19,0.0,0.0,0.18,0.14,0.78
398,-16.5,8.6,666.8,-0.017,0.053,-0.08,0.24,0.01,0.81,0.0,0.0,0.26,0.08,0.0,0.0,0.0,0.11,0.18,0.0,0.0,0.22,0.19,0.63
399,-16.6,8.6,668.3,-0.017,0.051,-0.082,0.29,0.01,0.84,0.0,0.0,0.25,0.05,0.0,0.0,0.0,0.04,0.17,0.0,0.0,0.16,0.18,0.62
400,-16.6,8.6,666.5,-0.016,0.053,-0.08,0.31,0.04,0.82,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.05,0.16,0.0,0.0,0.2,0.35,0.57
401,-16.7,8.6,668.3,-0.016,0.052,-0.082,0.31,0.03,0.88,0.0,0.0,0.17,0.02,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.26,0.29,0.67
402,-16.7,8.6,667.3,-0.016,0.056,-0.08,0.32,0.03,0.85,0.0,0.0,0.09,0.01,0.0,0.0,0.0,0.0,0.08,0.01,0.0,0.41,0.37,0.63
403,-16.8,8.6,668.1,-0.016,0.053,-0.082,0.33,0.0,0.88,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.33,0.24,0.7
404,-16.8,8.6,666.6,-0.016,0.055,-0.08,0.33,0.0,0.85,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.0,0.37,0.31,0.72
405,-16.9,8.6,667.9,-0.015,0.051,-0.081,0.34,0.0,0.88,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.0,0.26,0.28,0.8
406,-16.9,8.7,667.0,-0.016,0.055,-0.08,0.34,0.0,0.87,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.05,0.13,0.03,0.0,0.36,0.4,0.83
407,-17.0,8.7,667.6,-0.017,0.052,-0.081,0.34,0.0,0.86,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.05,0.09,0.0,0.0,0.3,0.38,0.89
408,-17.0,8.6,666.5,-0.015,0.057,-0.08,0.3,0.0,0.86,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.05,0.12,0.0,0.0,0.38,0.39,0.89
409,-17.2,8.6,668.0,-0.017,0.055,-0.081,0.29,0.0,0.9,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.01,0.12,0.0,0.0,0.32,0.23,0.9
410,-17.1,8.6,666.4,-0.016,0.058,-0.08,0.27,0.0,0.92,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.01,0.13,0.0,0.0,0.34,0.23,0.89
411,-17.2,8.6,667.7,-0.017,0.054,-0.08,0.26,0.0,0.92,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.04,0.12,0.0,0.0,0.26,0.16,0.91
412,-17.1,8.6,666.6,-0.016,0.058,-0.079,0.24,0.0,0.9,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.04,0.13,0.0,0.0,0.31,0.21,0.88
413,-17.1,8.5,667.7,-0.017,0.055,-0.081,0.26,0.02,0.9,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.06,0.16,0.0,0.0,0.33,0.17,0.8
414,-17.1,8.6,666.5,-0.016,0.06,-0.079,0.24,0.02,0.92,0.0,0.0,0.21,0.02,0.0,0.0,0.0,0.07,0.16,0.0,0.0,0.36,0.21,0.67
415,-17.2,8.4,669.2,-0.017,0.058,-0.082,0.2,0.02,0.96,0.0,0.0,0.23,0.02,0.0,0.0,0.0,0.07,0.15,0.0,0.0,0.31,0.2,0.52
416,-17.1,8.3,666.8,-0.017,0.059,-0.08,0.1,0.0,0.95,0.0,0.0,0.18,0.02,0.0,0.0,0.0,0.06,0.14,0.0,0.0,0.28,0.17,0.44
417,-17.2,8.2,668.2,-0.019,0.056,-0.08,0.11,0.0,0.93,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.02,0.16,0.0,0.0,0.26,0.13,0.35
418,-17.2,8.1,666.5,-0.017,0.061,-0.08,0.11,0.0,0.89,0.01,0.0,0.12,0.0,0.0,0.0,0.0,0.08,0.15,0.0,0.0,0.32,0.15,0.33
419,-17.4,8.1,667.5,-0.021,0.06,-0.08,0.16,0.0,0.95,0.01,0.0,0.06,0.0,0.0,0.0,0.0,0.07,0.12,0.0,0.0,0.37,0.17,0.3
420,-17.5,8.0,666.7,-0.017,0.063,-0.081,0.1,0.0,0.94,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.21,0.06,0.0,0.0,0.37,0.13,0.33
421,-17.6,8.0,667.4,-0.018,0.061,-0.082,0.08,0.0,0.97,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.17,0.03,0.0,0.0,0.37,0.06,0.31
422,-17.5,7.9,666.1,-0.018,0.062,-0.08,0.03,0.0,0.91,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.21,0.02,0.0,0.0,0.32,0.05,0.28
423,-17.6,7.9,665.8,-0.019,0.059,-0.081,0.09,0.0,0.9,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.34,0.07,0.26
424,-17.5,7.9,664.0,-0.017,0.061,-0.079,0.07,0.0,0.86,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.27,0.07,0.18
425,-17.7,7.9,665.3,-0.022,0.059,-0.08,0.12,0.0,0.88,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.28,0.02,0.2
426,-17.6,7.9,664.3,-0.017,0.062,-0.08,0.11,0.0,0.89,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.24,0.02,0.09
427,-17.7,7.9,665.7,-0.021,0.059,-0.08,0.16,0.0,0.91,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.25,0.07,0.15
428,-17.6,7.9,664.3,-0.017,0.061,-0.08,0.14,0.0,0.89,0.3,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.21,0.18,0.06
429,-17.6,7.8,665.5,-0.018,0.058,-0.082,0.14,0.0,0.93,0.29,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.24,0.2,0.07
430,-17.5,7.9,664.2,-0.016,0.061,-0.081,0.08,0.0,0.89,0.27,0.0,0.02,0.02,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.25,0.32,0.01
431,-17.4,7.9,665.3,-0.017,0.056,-0.082,0.07,0.0,0.94,0.21,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.26,0.2,0.07
432,-17.2,7.9,664.5,-0.016,0.059,-0.08,0.03,0.0,0.87,0.14,0.0,0.03,0.06,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.22,0.26,0.09
433,-17.1,8.0,665.7,-0.018,0.055,-0.081,0.08,0.0,0.91,0.11,0.0,0.03,0.05,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.2,0.09,0.11
434,-17.0,8.0,664.7,-0.017,0.057,-0.08,0.06,0.0,0.87,0.12,0.0,0.1,0.09,0.0,0.0,0.0,0.14,0.08,0.0,0.0,0.21,0.12,0.05
435,-16.9,8.0,665.8,-0.019,0.054,-0.081,0.11,0.0,0.94,0.23,0.0,0.12,0.06,0.0,0.0,0.0,0.13,0.1,0.0,0.0,0.15,0.03,0.02
436,-16.8,8.0,664.8,-0.019,0.055,-0.081,0.09,0.0,0.96,0.24,0.0,0.21,0.05,0.0,0.0,0.0,0.12,0.07,0.0,0.0,0.15,0.03,0.04
437,-16.8,7.9,665.5,-0.021,0.053,-0.081,0.1,0.0,1.0,0.22,0.0,0.14,0.01,0.0,0.0,0.0,0.03,0.09,0.0,0.0,0.09,0.0,0.04
438,-16.7,7.9,665.4,-0.022,0.056,-0.079,0.05,0.0,0.96,0.17,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.18,0.12,0.04
